N_neighbors,weights,algorithm,Leaf_size,P,MMRE-
10,uniform,kd_tree,50,2,5160.10632
10,uniform,kd_tree,100,1,2547.88234
10,uniform,kd_tree,100,2,5160.10632
10,uniform,brute,10,1,2547.88234
10,uniform,brute,10,2,5160.10632
10,uniform,brute,20,1,2547.88234
10,uniform,brute,20,2,5160.10632
10,uniform,brute,30,1,2547.88234
10,uniform,brute,30,2,5160.10632
10,uniform,brute,40,1,2547.88234
10,uniform,brute,40,2,5160.10632
10,uniform,brute,50,1,2547.88234
10,uniform,brute,50,2,5160.10632
10,uniform,brute,100,1,2547.88234
10,uniform,brute,100,2,5160.10632
10,distance,auto,10,1,2563.2483
10,distance,auto,10,2,5083.89178
10,distance,auto,20,1,2563.2483
10,distance,auto,20,2,5083.89178
10,distance,auto,30,1,2563.2483
10,distance,auto,30,2,5083.89178
10,distance,auto,40,1,2563.2483
10,distance,auto,40,2,5083.89178
10,distance,auto,50,1,2563.2483
10,distance,auto,50,2,5083.89178
10,distance,auto,100,1,2563.2483
10,distance,auto,100,2,5083.89178
10,distance,ball_tree,10,1,2563.2483
10,distance,ball_tree,10,2,5083.89178
10,distance,ball_tree,20,1,2563.2483
10,distance,ball_tree,20,2,5083.89178
10,distance,ball_tree,30,1,2563.2483
10,distance,ball_tree,30,2,5083.89178
10,distance,ball_tree,40,1,2563.2483
10,distance,ball_tree,40,2,5083.89178
10,distance,ball_tree,50,1,2563.2483
10,distance,ball_tree,50,2,5083.89178
10,distance,ball_tree,100,1,2563.2483
10,distance,ball_tree,100,2,5083.89178
10,distance,kd_tree,10,1,2563.2483
10,distance,kd_tree,10,2,5083.89178
10,distance,kd_tree,20,1,2563.2483
10,distance,kd_tree,20,2,5083.89178
10,distance,kd_tree,30,1,2563.2483
10,distance,kd_tree,30,2,5083.89178
10,distance,kd_tree,40,1,2563.2483
10,distance,kd_tree,40,2,5083.89178
10,distance,kd_tree,50,1,2563.2483
10,distance,kd_tree,50,2,5083.89178
10,distance,kd_tree,100,1,2563.2483
