n_neighbors,weights,algorithm,leaf_size,p,MMRE-
13,distance,ball_tree,100,1,229.2922
13,distance,ball_tree,100,2,226.96032
13,distance,kd_tree,10,1,229.2922
13,distance,kd_tree,10,2,226.96032
13,distance,kd_tree,20,1,229.2922
13,distance,kd_tree,20,2,226.96032
13,distance,kd_tree,30,1,229.2922
13,distance,kd_tree,30,2,226.96032
13,distance,kd_tree,40,1,229.2922
13,distance,kd_tree,40,2,226.96032
13,distance,kd_tree,50,1,229.2922
13,distance,kd_tree,50,2,226.96032
13,distance,kd_tree,100,1,229.2922
13,distance,kd_tree,100,2,226.96032
13,distance,brute,10,1,229.2922
13,distance,brute,10,2,226.96032
13,distance,brute,20,1,229.2922
13,distance,brute,20,2,226.96032
13,distance,brute,30,1,229.2922
13,distance,brute,30,2,226.96032
13,distance,brute,40,1,229.2922
13,distance,brute,40,2,226.96032
13,distance,brute,50,1,229.2922
13,distance,brute,50,2,226.96032
13,distance,brute,100,1,229.2922
13,distance,brute,100,2,226.96032
15,uniform,auto,10,1,238.39749999999998
15,uniform,auto,10,2,229.22842
15,uniform,auto,20,1,238.39749999999998
15,uniform,auto,20,2,229.22842
15,uniform,auto,30,1,238.39749999999998
15,uniform,auto,30,2,229.22842
15,uniform,auto,40,1,238.39749999999998
15,uniform,auto,40,2,229.22842
15,uniform,auto,50,1,238.39749999999998
